Id,Label,timeset,value,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,Authority,Hub,pageranks,clustering,triangles,eigencentrality
Mucinivorans_hirudinis,Mucinivorans,,0,637,3,0.772217,0.854749,0.000595,0,0,0.042135,0.042135,0.001413,0.815127,165117,0.929294
Flexistipes_sinusarabici,Flexistipes,,0,656,3,0.785088,0.865363,0.000554,0,0,0.042918,0.042918,0.001455,0.797487,171332,0.946731
Bacteroidales_bacterium,Bacteroidales,,0,649,3,0.778938,0.86108,0.000878,0,0,0.042115,0.042115,0.001455,0.787755,165646,0.929193
Ruminococcaceae_bacterium,Ruminococcaceae,,0,376,4,0.621528,0.705307,0.000353,1,0,0.024226,0.024226,0.000928,0.859348,60584,0.534526
Corynebacterium_maris,Corynebacterium,,0.17,710,3,0.824125,0.895531,0.000767,0,0,0.045184,0.045184,0.001567,0.751251,189086,0.997169
Clostridium_kluyveri,Clostridium,,0.17,649,3,0.780296,0.861453,0.000403,0,0,0.042796,0.042796,0.001432,0.809988,170321,0.943887
Auricoccus_indicus,Auricoccus,,0.01,566,3,0.726461,0.814711,0.000634,2,0,0.036816,0.036816,0.001292,0.805241,128754,0.812405
Thermoanaerobacter_tengcongensis,Thermoanaerobacter,,0,535,3,0.709754,0.797765,0.000834,1,0,0.03531,0.03531,0.001239,0.832455,118912,0.778823
Clostridium_pasteurianum,Clostridium,,0.17,580,3,0.733607,0.82216,0.00063,0,0,0.038362,0.038362,0.00131,0.827842,139003,0.846052
Bacteroidetes_bacterium,Bacteroidetes,,0,595,3,0.745212,0.831285,0.000475,0,0,0.039238,0.039238,0.001338,0.821187,145116,0.865399
Clostridium_perfringens,Clostridium,,0.17,706,3,0.821855,0.893482,0.000811,1,0,0.045006,0.045006,0.001561,0.754096,187668,0.993223
Clostridium_stercorarium,Clostridium,,0.17,656,3,0.7844,0.865177,0.001074,0,0,0.042105,0.042105,0.001482,0.771188,165682,0.929074
Endosymbiont_.TC1.,Endosymbiont,,0,654,3,0.785088,0.864618,0.000668,1,0,0.042455,0.042455,0.001459,0.787619,168181,0.936721
Bacillus_pseudomycoides,Bacillus,,0.04,687,3,0.806306,0.882495,0.000631,2,0,0.044277,0.044277,0.001517,0.771733,181852,0.977003
Dietzia_timorensis,Dietzia,,0,659,3,0.787159,0.867039,0.00072,2,0,0.042548,0.042548,0.00147,0.77967,169041,0.938885
Pediococcus_damnosus,Pediococcus,,0.02,662,3,0.787852,0.868343,0.000599,2,0,0.043025,0.043025,0.001467,0.786591,172099,0.9492
Bernardetia_litoralis,Bernardetia,,0,608,3,0.754002,0.838734,0.001135,1,0,0.039341,0.039341,0.001395,0.785528,144952,0.86822
Solitalea_canadensis,Solitalea,,0,577,3,0.734208,0.821229,0.000658,0,0,0.037273,0.037273,0.001322,0.801301,133157,0.822384
Alkaliphilus_oremlandii,Alkaliphilus,,0.01,692,3,0.810688,0.885475,0.000801,1,0,0.044216,0.044216,0.001535,0.759367,181554,0.975882
Bacillus_pseudofirmus,Bacillus,,0.04,667,3,0.791335,0.871136,0.000712,2,0,0.042836,0.042836,0.001485,0.771479,171354,0.945265
Kineococcus_radiotolerans,Kineococcus,,0,701,3,0.818099,0.890689,0.0008,0,0,0.044839,0.044839,0.001552,0.759067,186237,0.9895
Herbivorax_saccincola,Herbivorax,,0,683,3,0.803411,0.880261,0.000627,0,0,0.044173,0.044173,0.001508,0.776589,180870,0.974607
Bifidobacterium_angulatum,Bifidobacterium,,0.05,641,3,0.774221,0.856797,0.00076,0,0,0.041605,0.041605,0.001436,0.786296,161285,0.917987
Flavobacterium_indicum,Flavobacterium,,0.02,636,3,0.770887,0.854004,0.000847,0,0,0.041624,0.041624,0.001429,0.801501,161847,0.918252
Clostridium_acetobutylicum,Clostridium,,0.17,674,3,0.796972,0.875233,0.00059,0,0,0.043755,0.043755,0.00149,0.78389,177787,0.96533
Wenyingzhuangia_fucanilytica,Wenyingzhuangia,,0,615,3,0.755912,0.841899,0.000547,0,0,0.04028,0.04028,0.00138,0.807918,152539,0.888503
Adlercreutzia_equolifaciens,Adlercreutzia,,0,549,3,0.713147,0.804097,0.00071,0,0,0.035817,0.035817,0.001266,0.810518,121923,0.790146
Clostridium_botulinum,Clostridium,,0.17,673,3,0.796972,0.87486,0.000574,0,0,0.043765,0.043765,0.001488,0.78682,177922,0.965541
Arthrobacter_alpinus,Arthrobacter,,0.01,271,3,0.581546,0.647672,0.000411,1,0,0.01581,0.01581,0.000749,0.748859,27397,0.349609
Corynebacterium_doosanense,Corynebacterium,,0.17,636,3,0.76824,0.853259,0.000643,2,0,0.041648,0.041648,0.001418,0.799975,161539,0.91881
Jeotgalibacillus_malaysiensis,Jeotgalibacillus,,0,685,3,0.805581,0.881564,0.000877,1,0,0.043937,0.043937,0.001526,0.765365,179302,0.969645
Aerococcus_urinae,Aerococcus,,0.05,670,3,0.792737,0.872626,0.000697,2,0,0.043222,0.043222,0.001487,0.775762,173860,0.953785
Nonlabens_dokdonensis,Nonlabens,,0,692,3,0.809955,0.885289,0.000676,1,0,0.044499,0.044499,0.001529,0.768129,183649,0.981961
Staphylococcus_saprophyticus,Staphylococcus,,0.11,557,3,0.722357,0.810056,0.000739,2,0,0.036607,0.036607,0.001282,0.812956,125883,0.807796
Dehalobacterium_formicoaceticum,Dehalobacterium,,0,481,3,0.675472,0.765736,0.00027,0,0,0.032838,0.032838,0.001107,0.885811,102258,0.723881
Alkalitalea_saponilacus,Alkalitalea,,0,669,3,0.79344,0.872439,0.000598,0,0,0.043397,0.043397,0.001482,0.783438,175056,0.957488
Bifidobacterium_thermophilum,Bifidobacterium,,0.05,645,3,0.777585,0.859218,0.000539,0,0,0.042243,0.042243,0.001434,0.801618,166488,0.931779
Microterricola_viridarii,Microterricola,,0,688,3,0.806306,0.882868,0.000761,2,0,0.044062,0.044062,0.001527,0.762783,180267,0.972397
Clostridium_scatologenes,Clostridium,,0.17,709,3,0.823367,0.894972,0.000705,0,0,0.045276,0.045276,0.001561,0.75613,189778,0.999156
Oceanobacillus_iheyensis,Oceanobacillus,,0,653,3,0.780977,0.863128,0.000592,2,0,0.042416,0.042416,0.00145,0.786972,167529,0.935854
Brevibacillus_laterosporus,Brevibacillus,,0,698,3,0.815118,0.888827,0.000676,0,0,0.044817,0.044817,0.001539,0.765006,186090,0.988931
Candidatus_Tachikawaea,Candidatus,,0.25,482,3,0.681645,0.768343,0.001183,2,0,0.031379,0.031379,0.001147,0.80504,93321,0.692554
Turneriella_parva,Turneriella,,0,455,3,0.663947,0.751769,0.000312,0,0,0.030053,0.030053,0.00107,0.854277,88234,0.662814
Taylorella_equigenitalis,Taylorella,,0,658,3,0.7844,0.865922,0.000591,2,0,0.042605,0.042605,0.001462,0.784398,169550,0.9401
Lactobacillus_mucosae,Lactobacillus,,0.16,619,3,0.759762,0.844507,0.000889,2,0,0.040237,0.040237,0.001399,0.793163,151709,0.887827
Geobacter_lovleyi,Geobacter,,0,600,3,0.747703,0.833892,0.000865,1,0,0.038502,0.038502,0.001373,0.784435,140963,0.849728
Capnocytophaga_cynodegmi,Capnocytophaga,,4.43,687,3,0.804856,0.882123,0.000811,2,0,0.043959,0.043959,0.001526,0.761913,179538,0.970139
Clostridium_formicaceticum,Clostridium,,0.17,673,3,0.796972,0.87486,0.000531,0,0,0.043755,0.043755,0.001486,0.786634,177880,0.96529
Staphylococcus_pseudintermedius,Staphylococcus,,0.11,683,3,0.805581,0.880819,0.0006,0,0,0.04428,0.04428,0.001506,0.780213,181714,0.976972
Spirochaeta_africana,Spirochaeta,,0,274,4,0.578913,0.647579,0.000211,0,0,0.018445,0.018445,0.000716,0.900297,33672,0.406632
Acholeplasma_oculi,Acholeplasma,,0.13,635,3,0.769561,0.853259,0.000502,0,0,0.041898,0.041898,0.001411,0.811247,163300,0.924144
Candidatus_Babela,Candidatus,,0.25,619,3,0.757191,0.843762,0.000309,0,0,0.0414,0.0414,0.001369,0.833012,159331,0.913037
Streptomyces_rubrolavendulae,Streptomyces,,0.01,646,3,0.778261,0.859777,0.000482,0,0,0.042412,0.042412,0.001433,0.80517,167745,0.935539
Enterococcus_wangshanyuanii,Enterococcus,,0.09,638,3,0.770224,0.854562,0.000677,2,0,0.041258,0.041258,0.001429,0.78518,159551,0.910427
Candidatus_Hepatoplasma,Candidatus,,0.25,572,3,0.728234,0.817505,0.000571,2,0,0.037825,0.037825,0.001296,0.824648,134670,0.83443
Desulfotomaculum_reducens,Desulfotomaculum,,0,547,4,0.714286,0.803818,0.001105,0,0,0.035754,0.035754,0.001284,0.817037,122009,0.788732
Corynebacterium_glyciniphilum,Corynebacterium,,0.17,647,3,0.778938,0.860335,0.000754,1,0,0.041951,0.041951,0.00145,0.785741,164205,0.925629
Clostridium_estertheticum,Clostridium,,0.17,660,3,0.787852,0.867598,0.00048,0,0,0.043246,0.043246,0.001456,0.798009,173543,0.953954
Entomoplasma_luminosum,Entomoplasma,,0.01,529,3,0.70528,0.794041,0.000734,2,0,0.035134,0.035134,0.001223,0.830297,115956,0.775095
Corynebacterium_aurimucosum,Corynebacterium,,0.17,629,3,0.766267,0.850093,0.000849,0,0,0.041347,0.041347,0.001414,0.80471,158935,0.912183
Rhodothermaceae_bacterium,Rhodothermaceae,,0,596,3,0.743973,0.831285,0.000656,2,0,0.038795,0.038795,0.001351,0.799357,141734,0.856089
Campylobacter_fetus,Campylobacter,,16.51,513,3,0.690586,0.783054,0.000279,1,0,0.034943,0.034943,0.001166,0.87165,114472,0.77043
Clostridium_tetani,Clostridium,,0.17,685,3,0.804133,0.881192,0.000882,2,0,0.043808,0.043808,0.001524,0.760981,178275,0.966813
Berkelbacteria_bacterium,Berkelbacteria,,0,448,4,0.659543,0.747579,0.000529,0,0,0.029449,0.029449,0.001075,0.851171,85226,0.649545
Weissella_cibaria,Weissella,,0.02,672,3,0.794144,0.873743,0.000559,1,0,0.043825,0.043825,0.001484,0.7896,178020,0.966857
Dechloromonas_aromatica,Dechloromonas,,0,301,3,0.59508,0.665363,0.00131,2,0,0.018432,0.018432,0.00083,0.775947,35034,0.407293
Flavobacterium_johnsoniae,Flavobacterium,,0.02,662,3,0.788546,0.868529,0.000618,0,0,0.043111,0.043111,0.001469,0.790503,172955,0.951041
Campylobacter_hyointestinalis,Campylobacter,,16.51,558,3,0.718876,0.809311,0.000458,2,0,0.036739,0.036739,0.001268,0.821554,127672,0.810635
Moritella_viscosa,Moritella,,0,698,3,0.814377,0.888641,0.000798,1,0,0.044692,0.044692,0.001546,0.761306,185190,0.986334
Denitrobacterium_detoxificans,Denitrobacterium,,0,600,3,0.747078,0.833706,0.000491,0,0,0.039429,0.039429,0.001348,0.816105,146654,0.869678
Fibrobacter_succinogenes,Fibrobacter,,0,671,3,0.795556,0.873743,0.000616,0,0,0.043471,0.043471,0.001485,0.781249,175613,0.959099
Candidatus_Arthromitus,Candidatus,,0.25,586,3,0.737232,0.825512,0.00046,1,0,0.03887,0.03887,0.001316,0.825256,141453,0.857306
Acinetobacter_larvae,Acinetobacter,,0.01,533,3,0.70807,0.796462,0.000874,2,0,0.034469,0.034469,0.00124,0.79001,112006,0.760806
Dyadobacter_fermentans,Dyadobacter,,0,681,3,0.800537,0.878771,0.000614,2,0,0.044067,0.044067,0.001504,0.778393,180229,0.972321
Paenibacillus_crassostreae,Paenibacillus,,0.01,675,3,0.798394,0.875978,0.000574,0,0,0.043749,0.043749,0.001493,0.782253,177943,0.965203
Bifidobacterium_bifidum,Bifidobacterium,,0.05,392,3,0.630282,0.714898,0.000316,0,0,0.026099,0.026099,0.000946,0.870622,66721,0.575579
Clostridium_cellulovorans,Clostridium,,0.17,710,3,0.82261,0.895158,0.000778,2,0,0.045159,0.045159,0.001567,0.750655,188936,0.996661
Pontibacter_korlensis,Pontibacter,,0,632,3,0.767581,0.851583,0.00047,0,0,0.041639,0.041639,0.001404,0.810718,161654,0.91842
Endomicrobium_proavitum,Endomicrobium,,0,505,4,0.688462,0.779423,0.000272,0,0,0.033977,0.033977,0.001156,0.868678,110548,0.749214
Thalassotalea_crassostreae,Thalassotalea,,0,615,3,0.756551,0.842086,0.00049,1,0,0.041121,0.041121,0.001369,0.833002,157275,0.906794
Ichthyobacterium_seriolicida,Ichthyobacterium,,0,578,3,0.733006,0.821229,0.000321,0,0,0.038671,0.038671,0.001295,0.843589,140671,0.852728
Curtobacterium_pusillum,Curtobacterium,,0,709,3,0.82261,0.894786,0.000839,1,0,0.045036,0.045036,0.001569,0.749341,188074,0.994022
Hirschia_baltica,Hirschia,,0,392,4,0.631616,0.715549,0.000366,1,0,0.025559,0.025559,0.000961,0.858709,65808,0.563878
Paenibacillus_riograndensis,Paenibacillus,,0.01,625,3,0.763001,0.847672,0.000409,0,0,0.04148,0.04148,0.001388,0.823297,160543,0.914846
Lactobacillus_heilongjiangensis,Lactobacillus,,0.16,663,3,0.789242,0.869088,0.000624,2,0,0.042806,0.042806,0.001473,0.779433,171049,0.944555
Vibrio_casei,Vibrio,,0.01,507,4,0.690054,0.780726,0.000289,0,0,0.034796,0.034796,0.001155,0.89254,114487,0.767016
Bacillus_cohnii,Bacillus,,0.04,630,3,0.766924,0.850652,0.000597,1,0,0.041185,0.041185,0.001407,0.799934,158495,0.908663
Ornithobacterium_rhinotracheale,Ornithobacterium,,0,659,3,0.786467,0.866853,0.000718,2,0,0.042606,0.042606,0.001469,0.782188,169587,0.940146
Algibacter_alginicilyticus,Algibacter,,0,694,3,0.811423,0.886406,0.000672,0,0,0.044637,0.044637,0.001532,0.767839,184643,0.984963
Spirosoma_montaniterrae,Spirosoma,,0,523,3,0.699219,0.789758,0.000429,0,0,0.035341,0.035341,0.001196,0.858435,117179,0.7793
Pseudarthrobacter_chlorophenolicus,Pseudarthrobacter,,0,569,3,0.729421,0.81676,0.000809,1,0,0.037577,0.037577,0.001298,0.825014,133319,0.828931
Flavobacterium_psychrophilum,Flavobacterium,,0.02,643,3,0.775563,0.857914,0.000642,0,0,0.042068,0.042068,0.001434,0.798201,164751,0.928005
Aneurinibacillus_soli,Aneurinibacillus,,0,567,3,0.727051,0.81527,0.001089,0,0,0.036052,0.036052,0.001325,0.781648,125424,0.795676
Eggerthella_lenta,Eggerthella,,0,652,3,0.782343,0.863128,0.000575,1,0,0.042514,0.042514,0.001449,0.793348,168369,0.937963
Defluviitoga_tunisiensis,Defluviitoga,,0,631,3,0.766267,0.850838,0.001799,0,0,0.041532,0.041532,0.001439,0.807924,160587,0.91606
Owenweeksia_hongkongensis,Owenweeksia,,0,630,3,0.765612,0.850279,0.000518,0,0,0.041507,0.041507,0.001403,0.811719,160830,0.9155
Flavisolibacter_tropicus,Flavisolibacter,,0,659,3,0.787159,0.867039,0.000493,0,0,0.043163,0.043163,0.001456,0.798922,173215,0.952122
Lactobacillus_allii,Lactobacillus,,0.16,709,3,0.823367,0.894972,0.00078,2,0,0.045183,0.045183,0.001565,0.753556,189132,0.997193
Ignavibacterium_album,Ignavibacterium,,0,567,3,0.725872,0.814898,0.000573,0,0,0.037183,0.037183,0.001294,0.818847,131393,0.820147
Syntrophus_aciditrophicus,Syntrophus,,0,99,4,0.499721,0.536778,0.000092,0,0,0.004734,0.004734,0.000412,0.783756,3802,0.10495
Sphaerobacter_thermophilus,Sphaerobacter,,0,635,3,0.770224,0.853445,0.000429,0,0,0.041832,0.041832,0.001409,0.812266,163505,0.922626
Aerococcus_viridans,Aerococcus,,0.05,700,3,0.815118,0.889572,0.000803,2,0,0.044687,0.044687,0.001549,0.757261,185264,0.986263
Clostridium_tyrobutyricum,Clostridium,,0.17,644,3,0.777585,0.858845,0.000409,0,0,0.042636,0.042636,0.001423,0.815775,168903,0.940367
Cytophaga_hutchinsonii,Cytophaga,,0,523,3,0.699765,0.789944,0.000778,0,0,0.033902,0.033902,0.001223,0.819931,111923,0.747969
Tepidanaerobacter_acetatoxydans,Tepidanaerobacter,,0,659,3,0.785088,0.86648,0.000565,2,0,0.043122,0.043122,0.001459,0.796837,172763,0.951331
Rhodococcus_aetherivorans,Rhodococcus,,0,530,3,0.701411,0.79311,0.000353,0,0,0.035885,0.035885,0.001204,0.863823,121095,0.79122
Parageobacillus_thermoglucosidasius,Parageobacillus,,0,603,3,0.747078,0.834823,0.000496,1,0,0.03947,0.03947,0.001355,0.810097,147035,0.87071
Vibrio_gazogenes,Vibrio,,0.01,623,3,0.759762,0.845996,0.000336,0,0,0.0415,0.0415,0.001379,0.827012,160236,0.915286
Sulfurihydrogenibium_azorense,Sulfurihydrogenibium,,0,186,4,0.547066,0.598045,0.000382,0,0,0.012243,0.012243,0.000555,0.880035,15141,0.269958
Clostridium_clariflavum,Clostridium,,0.17,623,3,0.761702,0.846555,0.000643,0,0,0.040564,0.040564,0.001401,0.798935,154796,0.894849
Nocardiopsis_dassonvillei,Nocardiopsis,,0,570,3,0.729421,0.817132,0.000834,1,0,0.037633,0.037633,0.00131,0.818561,132742,0.830257
Clostridium_beijerinckii,Clostridium,,0.17,696,3,0.813636,0.887709,0.000843,0,0,0.044537,0.044537,0.001544,0.760419,183915,0.982855
Rummeliibacillus_stabekisii,Rummeliibacillus,,0,649,3,0.777585,0.860708,0.000473,2,0,0.042445,0.042445,0.001437,0.7974,167674,0.936375
Deferribacter_desulfuricans,Deferribacter,,0,653,3,0.780977,0.863128,0.000832,2,0,0.042406,0.042406,0.001458,0.786465,167421,0.935722
Corynebacterium_marinum,Corynebacterium,,0.17,369,4,0.622825,0.703259,0.00063,0,0,0.022812,0.022812,0.000951,0.816248,55420,0.503662
Oenococcus_oeni,Oenococcus,,0,620,3,0.761702,0.845438,0.000631,1,0,0.040363,0.040363,0.001396,0.799203,153359,0.890543
Gramella_forsetii,Gramella,,0,676,3,0.798394,0.87635,0.000662,0,0,0.043704,0.043704,0.001496,0.776805,177228,0.964238
Paenibacillus_larvae,Paenibacillus,,0.01,496,3,0.686876,0.775419,0.000883,0,0,0.032747,0.032747,0.001173,0.838107,102886,0.722222
Candidatus_Kinetoplastibacterium,Candidatus,,0.25,410,3,0.639286,0.725326,0.000099,0,0,0.028425,0.028425,0.000958,0.907687,76105,0.626537
Bacillus_filamentosus,Bacillus,,0.04,643,3,0.774892,0.857728,0.000849,2,0,0.041438,0.041438,0.001442,0.778085,160599,0.91449
Candidatus_Atelocyanobacterium,Candidatus,,0.25,557,3,0.720612,0.809497,0.000475,1,0,0.036867,0.036867,0.001264,0.82925,128406,0.813241
Sporosarcina_psychrophila,Sporosarcina,,0,475,4,0.673439,0.762849,0.001445,0,0,0.029969,0.029969,0.001172,0.791472,89100,0.661507
Emticicia_oligotrophica,Emticicia,,0,493,3,0.685299,0.773743,0.000646,0,0,0.032329,0.032329,0.001164,0.83537,101312,0.71317
Corynebacterium_urealyticum,Corynebacterium,,0.17,410,3,0.644348,0.727374,0.0007,0,0,0.027253,0.027253,0.001005,0.84828,71124,0.601069
Spirosoma_linguale,Spirosoma,,0,667,3,0.792035,0.871322,0.000692,1,0,0.043152,0.043152,0.001485,0.780461,173349,0.952145
Verrucomicrobia_bacterium,Verrucomicrobia,,0,655,3,0.780977,0.863873,0.000548,2,0,0.042681,0.042681,0.001454,0.792679,169780,0.94167
Pelosinus_fermentans,Pelosinus,,0,457,3,0.666418,0.753445,0.000777,1,0,0.028686,0.028686,0.001117,0.800213,83379,0.633309
Cyanobacterium_aponinum,Cyanobacterium,,0,510,3,0.693798,0.783054,0.000224,0,0,0.034805,0.034805,0.001158,0.883917,114728,0.767256
Candidatus_Rhodoluna,Candidatus,,0.25,203,4,0.555901,0.609218,0.000174,0,0,0.012884,0.012884,0.000592,0.838609,17194,0.284335
Lactobacillus_koreensis,Lactobacillus,,0.16,356,3,0.617241,0.695903,0.000316,2,0,0.022674,0.022674,0.000888,0.833043,52640,0.500747
Acetohalobium_arabaticum,Acetohalobium,,0,614,3,0.756551,0.841713,0.000366,1,0,0.040808,0.040808,0.001366,0.829381,156082,0.900005
Akkermansia_muciniphila,Akkermansia,,0,549,3,0.714286,0.804469,0.000229,0,0,0.037595,0.037595,0.00123,0.879057,132233,0.828796
Helicobacter_mustelae,Helicobacter,,0,584,3,0.73602,0.824395,0.000352,1,0,0.039083,0.039083,0.001305,0.836768,142448,0.86194
Leadbetterella_byssophila,Leadbetterella,,0,494,4,0.683206,0.773464,0.0007,0,0,0.032434,0.032434,0.001167,0.83703,101926,0.7154
Frankia_alni,Frankia,,0,711,3,0.824885,0.896089,0.00073,0,0,0.045313,0.045313,0.001566,0.753163,190102,1
Thermobifida_fusca,Thermobifida,,0,638,3,0.770224,0.854562,0.000756,2,0,0.041591,0.041591,0.001431,0.79454,161453,0.917654
Pseudopedobacter_saltans,Pseudopedobacter,,0,656,3,0.783713,0.864991,0.000497,0,0,0.0429,0.0429,0.001452,0.796965,171220,0.94641
Corynebacterium_lactis,Corynebacterium,,0.17,652,3,0.783027,0.863315,0.00072,0,0,0.042389,0.042389,0.001456,0.789767,167609,0.935204
Wolinella_succinogenes,Wolinella,,0,409,3,0.640659,0.725512,0.000321,1,0,0.026758,0.026758,0.000988,0.856477,71461,0.59035
Lutibacter_profundi,Lutibacter,,0,656,3,0.783713,0.864991,0.000711,1,0,0.042285,0.042285,0.001464,0.776038,166724,0.933166
Stackebrandtia_nassauensis,Stackebrandtia,,0,664,3,0.788546,0.869274,0.000491,0,0,0.043461,0.043461,0.001465,0.795685,175143,0.95873
Geosporobacter_ferrireducens,Geosporobacter,,0,658,3,0.786467,0.86648,0.000626,1,0,0.04274,0.04274,0.001464,0.787947,170317,0.942959
Filimonas_lacunae,Filimonas,,0,637,3,0.772217,0.854749,0.000459,0,0,0.04207,0.04207,0.001414,0.814658,165022,0.927924
Bacillus_horikoshii,Bacillus,,0.04,612,3,0.755274,0.840596,0.000387,0,0,0.040594,0.040594,0.001364,0.826102,154453,0.895262
Rickettsiales_bacterium,Rickettsiales,,0,650,3,0.778938,0.861453,0.000537,0,0,0.042386,0.042386,0.001441,0.792021,167057,0.935106
Chryseobacterium_piperi,Chryseobacterium,,0.01,665,3,0.789242,0.869832,0.000941,2,0,0.042287,0.042287,0.001495,0.759888,167768,0.933405
Mycobacterium_litorale,Mycobacterium,,0,668,3,0.792737,0.871881,0.000648,0,0,0.043164,0.043164,0.001484,0.779709,173702,0.952351
Dictyoglomus_turgidum,Dictyoglomus,,0,523,3,0.702512,0.790875,0.0007,2,0,0.034399,0.034399,0.001213,0.817726,111622,0.758988
Chlorobaculum_limnaeum,Chlorobaculum,,0,561,3,0.718876,0.810428,0.000386,0,0,0.037657,0.037657,0.001265,0.846957,133040,0.830404
Photobacterium_damselae,Photobacterium,,0,703,3,0.818847,0.89162,0.000928,1,0,0.044736,0.044736,0.00156,0.752437,185666,0.987396
Helicobacter_hepaticus,Helicobacter,,0,390,4,0.62807,0.713315,0.000285,0,0,0.02566,0.02566,0.000947,0.878202,66616,0.565955
Ruminiclostridium_thermocellum,Ruminiclostridium,,0,676,3,0.799107,0.876536,0.000539,0,0,0.04395,0.04395,0.001491,0.785461,179203,0.969573
Acidaminococcus_fermentans,Acidaminococcus,,0,486,3,0.682165,0.770019,0.000762,0,0,0.032112,0.032112,0.00115,0.830198,97843,0.708407
Pedobacter_ginsengisoli,Pedobacter,,0,569,3,0.727642,0.816201,0.000656,1,0,0.036854,0.036854,0.001304,0.804333,129977,0.813231
Salimicrobium_jeotgali,Salimicrobium,,0,639,3,0.770887,0.855121,0.000676,2,0,0.041339,0.041339,0.001432,0.786628,160347,0.912219
Caldicellulosiruptor_saccharolyticus,Caldicellulosiruptor,,0,552,3,0.714856,0.805773,0.000432,0,0,0.036845,0.036845,0.00125,0.8468,128778,0.812432
Kribbella_flavida,Kribbella,,0,476,3,0.674962,0.763687,0.000422,1,0,0.030941,0.030941,0.00112,0.831499,94001,0.682727
Lentzea_guizhouensis,Lentzea,,0,706,3,0.821101,0.893296,0.00079,1,0,0.044999,0.044999,0.001561,0.754084,187665,0.993138
Bacillus_lehensis,Bacillus,,0.04,641,3,0.774892,0.856983,0.000384,0,0,0.042516,0.042516,0.001415,0.818506,167892,0.937699
Streptomyces_laurentii,Streptomyces,,0.01,592,3,0.740894,0.828864,0.000397,0,0,0.039468,0.039468,0.001324,0.831133,145395,0.870412
Intestinimonas_butyriciproducens,Intestinimonas,,0,645,3,0.776236,0.858845,0.000553,0,0,0.042166,0.042166,0.001433,0.797005,165530,0.930164
Zunongwangia_profunda,Zunongwangia,,0,674,3,0.796263,0.875047,0.000649,2,0,0.043649,0.043649,0.001493,0.780874,177103,0.963105
Aeribacillus_pallidus,Aeribacillus,,0,653,3,0.780977,0.863128,0.000558,2,0,0.042638,0.042638,0.001449,0.795921,169434,0.940712
Bacillus_oceanisediminis,Bacillus,,0.04,590,3,0.740281,0.827933,0.000468,0,0,0.038971,0.038971,0.001327,0.824914,143333,0.859469
Fluviicola_taffensis,Fluviicola,,0,681,3,0.801971,0.879143,0.000715,1,0,0.044019,0.044019,0.001509,0.776812,179863,0.971249
Shewanella_denitrificans,Shewanella,,0,598,3,0.743355,0.831844,0.000531,0,0,0.039708,0.039708,0.00134,0.824849,147238,0.875827
Pseudoalteromonas_agarivorans,Pseudoalteromonas,,0,666,3,0.792035,0.87095,0.000626,1,0,0.043341,0.043341,0.001477,0.78876,174667,0.95617
Catenulispora_acidiphila,Catenulispora,,0,472,4,0.672427,0.761359,0.001105,0,0,0.029822,0.029822,0.001154,0.802449,89197,0.658215
Croceibacter_atlanticus,Croceibacter,,0,676,3,0.799821,0.876723,0.000569,0,0,0.043918,0.043918,0.001492,0.784177,178910,0.968926
Bacillus_halodurans,Bacillus,,0.04,638,3,0.772884,0.855307,0.000519,0,0,0.042062,0.042062,0.001416,0.809703,164534,0.927806
Saprospira_grandis,Saprospira,,0,600,3,0.748328,0.834078,0.000406,0,0,0.040166,0.040166,0.001339,0.838987,150766,0.885704
Brachyspira_murdochii,Brachyspira,,0.01,598,3,0.744592,0.832216,0.000628,1,0,0.039019,0.039019,0.001352,0.804569,143618,0.860899
Methylomonas_methanica,Methylomonas,,0,639,3,0.771552,0.855307,0.000508,2,0,0.042008,0.042008,0.001419,0.806702,164439,0.926747
Cellulophaga_algicola,Cellulophaga,,0,626,3,0.762351,0.847858,0.000363,0,0,0.041756,0.041756,0.001387,0.827987,161975,0.920904
Clostridium_cellulolyticum,Clostridium,,0.17,602,3,0.747703,0.834637,0.000521,0,0,0.039922,0.039922,0.001349,0.825114,149264,0.88044
Chryseobacterium_camelliae,Chryseobacterium,,0.01,637,3,0.770887,0.854376,0.000425,1,0,0.042212,0.042212,0.001411,0.81761,165620,0.931048
Alkaliphilus_metalliredigens,Alkaliphilus,,0.01,645,3,0.776236,0.858845,0.000631,0,0,0.0421,0.0421,0.001441,0.795705,165260,0.928736
Acetobacterium_woodii,Acetobacterium,,0,453,3,0.661493,0.750093,0.000467,0,0,0.030921,0.030921,0.001054,0.890582,91176,0.681551
Runella_slithyformis,Runella,,0,684,3,0.804133,0.880819,0.000691,0,0,0.04409,0.04409,0.001514,0.772204,180376,0.972849
Shewanella_amazonensis,Shewanella,,0,503,3,0.690586,0.77933,0.000954,0,0,0.033048,0.033048,0.001186,0.829913,104779,0.728944
Pedobacter_heparinus,Pedobacter,,0,614,3,0.757191,0.841899,0.001022,2,0,0.039756,0.039756,0.001396,0.783645,147475,0.877435
Streptomyces_pluripotens,Streptomyces,,0.01,670,3,0.794144,0.872998,0.000882,1,0,0.042856,0.042856,0.001502,0.763724,171162,0.945897
Dickeya_chrysanthemi,Dickeya,,0,638,3,0.770887,0.854749,0.000673,2,0,0.0412,0.0412,0.001429,0.78396,159303,0.909167
